515	Q0	6185	1	724.5061676840078	tfidf-2
515	Q0	12816	2	716.2251929980728	tfidf-2
515	Q0	6196	3	669.3939151971913	tfidf-2
515	Q0	37082	4	632.4110890217905	tfidf-2
515	Q0	113771	5	605.6057509853546	tfidf-2
515	Q0	8108	6	603.678068348724	tfidf-2
515	Q0	526	7	556.8160547730391	tfidf-2
515	Q0	6658	8	506.2073171335861	tfidf-2
515	Q0	18164	9	441.34824579424543	tfidf-2
515	Q0	518	10	440.4120914574596	tfidf-2
515	Q0	6644	11	436.3700979674915	tfidf-2
515	Q0	6184	12	432.92662944525625	tfidf-2
515	Q0	152777	13	429.82505075103603	tfidf-2
515	Q0	121879	14	427.7846137128319	tfidf-2
515	Q0	83779	15	406.84656099485784	tfidf-2
515	Q0	85764	16	403.7525932219622	tfidf-2
515	Q0	122052	17	402.49940208283067	tfidf-2
515	Q0	9185	18	388.7512980376443	tfidf-2
515	Q0	148601	19	386.043829958793	tfidf-2
515	Q0	143307	20	382.23678104915706	tfidf-2
515	Q0	118789	21	380.4680465711158	tfidf-2
515	Q0	18166	22	375.5367353831939	tfidf-2
515	Q0	143309	23	366.77265482447933	tfidf-2
515	Q0	77884	24	352.3774684101811	tfidf-2
515	Q0	77433	25	342.62375304824775	tfidf-2
515	Q0	22369	26	335.33064772751925	tfidf-2
515	Q0	81654	27	333.90915498165015	tfidf-2
515	Q0	90089	28	331.00041577454164	tfidf-2
515	Q0	12815	29	328.6352257349438	tfidf-2
515	Q0	148334	30	325.0373498870721	tfidf-2
515	Q0	2733	31	319.2924103418987	tfidf-2
515	Q0	103588	32	313.4653251210499	tfidf-2
515	Q0	185043	33	299.6168028566528	tfidf-2
515	Q0	163007	34	296.6983663845141	tfidf-2
515	Q0	19065	35	295.1638287833263	tfidf-2
515	Q0	115653	36	293.21327055381414	tfidf-2
515	Q0	37348	37	289.23933929124047	tfidf-2
515	Q0	18174	38	288.2272862429299	tfidf-2
515	Q0	14831	39	287.3836405322393	tfidf-2
515	Q0	49051	40	286.4489892583173	tfidf-2
515	Q0	152111	41	285.8630169309451	tfidf-2
515	Q0	22048	42	276.89572265706414	tfidf-2
515	Q0	31049	43	276.80983042859896	tfidf-2
515	Q0	64629	44	275.77814631308365	tfidf-2
515	Q0	9206	45	275.21457542481875	tfidf-2
515	Q0	16723	46	272.3620913177289	tfidf-2
515	Q0	22446	47	271.7620491354842	tfidf-2
515	Q0	110503	48	271.4449236549073	tfidf-2
515	Q0	47805	49	271.3288563397015	tfidf-2
515	Q0	46825	50	270.3589010155147	tfidf-2
515	Q0	107062	51	270.23952365914056	tfidf-2
515	Q0	3009	52	270.1496377904371	tfidf-2
515	Q0	27768	53	269.4082958421131	tfidf-2
